,0,1,2,3,4
0,0.49702829140511307,0.9346895673554814,0.517117436815886,0.9614952907896126,0.7920077722596992
1,0.770787535358923,0.7032974696582814,0.18628915275850944,0.13018421497691657,0.7268841909296783
2,0.1837300198408096,0.5714495056632255,0.912684511713413,0.11583036892755993,0.031631581109612505
3,0.7352311811128248,0.6995294405957221,0.20391319302511057,0.4826369806611789,0.43659668483684344
4,0.8808871515997657,0.9518351526344854,0.5466910433781245,0.8870607542419834,0.7020246514921114
5,0.3884128192573524,0.9491596186497685,0.36652078809722066,0.5657221494173167,0.1449393599420099
6,0.1473295129458555,0.17949010114189712,0.1170671995472895,0.6040542359737308,0.44989187917211404
7,0.2773452934035352,0.15213048297491671,0.911572349646311,0.7214762894601914,0.15701872566434205
8,0.5877261231270263,0.18281110940545464,0.27345694691932254,0.4341551911621627,0.7062558492226556
9,0.1319520013528629,0.5291514791531039,0.17562891018648086,0.9498543793594185,0.5492283986892426
10,0.25439378420183034,0.6661676951991327,0.25733418994531343,0.9717327842972207,0.2574397283204807
11,0.8904159100226878,0.07119287938781105,0.7810546550926201,0.6261418913684107,0.7569912307815715
12,0.10541547203340951,0.020368769364519146,0.12303464376651485,0.9828157853468942,0.8922117839174053
13,0.43794165769156757,0.5809296948633099,0.18457792672443807,0.522286792106432,0.0630458629295656
14,0.1501238281414078,0.6181821418450194,0.5465784084401145,0.019923783427933994,0.7299522926075637
15,0.2736130095173148,0.2868174263492246,0.3071950515459051,0.2259609573038538,0.45925978090105857
16,0.9798182747061716,0.4565669111255217,0.13241998212073436,0.3614419827989813,0.9447374831450904
17,0.2651459103509317,0.8580290884205822,0.12372807842279576,0.41409953068652117,0.5909638322116754
18,0.04886251468796443,0.9221704389868235,0.2675563098524335,0.3442979046203475,0.5404881156909065
19,0.13632191770623026,0.9701014531591738,0.2425115768698265,0.6226272773002248,0.3358042104239798
20,0.8420524539982537,0.8373022636047198,0.9655023874675068,0.3772082542333631,0.9801757602685726
21,0.791586062824182,0.6956674674077403,0.005080274678813224,0.12605242168846054,0.750687683025569
22,0.08030925502955055,0.9917614849996437,0.8027256697095334,0.012053238183379111,0.6189392714435312
23,0.8376475081581279,0.7782359548752212,0.7238617625637439,0.5272765751145883,0.6697508572970806
24,0.5562955788598689,0.7121142202524361,0.32260069982563955,0.4156504468817891,0.12266711649471906
25,0.29656605316006324,0.5456013066692244,0.8104653471048953,0.19955412399097738,0.7962411834136204
26,0.6481959110105336,0.6552094355670681,0.01917801400529273,0.41978008859915006,0.041245141810286934
27,0.07875950899151518,0.42634721106925466,0.9846894630071749,0.3901583247411602,0.9690982102704458
28,0.6856411418129723,0.7387045155950852,0.9571569930426832,0.1983568786091796,0.466896322473365
29,0.8100979837993129,0.2089860420327616,0.8321376222932977,0.34070715066895063,0.4722888452212233
