,0,1,2,3,4
0,0.41820985915857456,0.09309416119920544,0.7301592997976444,0.44571530320065755,0.4856052119719031
1,0.21461473789052588,0.42951363901677364,0.5156433054351429,0.02312015441580073,0.20032365884756587
2,0.14853921690617045,0.9337026982275769,0.3367949865091945,0.42424893392327323,0.8592244463676983
3,0.9688173276276156,0.41144736146168137,0.16384465589047048,0.3446978863183656,0.9508910146867072
4,0.7014735424138371,0.017709643815431164,0.4670605635161851,0.8027687471014326,0.19398133208756219
5,0.02223623939492636,0.5796187293399613,0.4603783866268988,0.24951169987089528,0.7937832286711819
6,0.4180237597317308,0.930747408346505,0.36244111863806916,0.8416061483329974,0.3649047138043473
7,0.9018393867863501,0.7744992080515535,0.5873541486175404,0.2973395397311883,0.4846596256576139
8,0.5168747476632006,0.33149572146738715,0.7802838617293001,0.7210616764330744,0.32129416708629444
9,0.6755783004186103,0.6016399829090802,0.22508517120471194,0.8883889596723192,0.4649779784735575
10,0.6150792097407688,0.18247771849608918,0.5510143369899105,0.28821689001875483,0.5312132342686203
11,0.8922950281153599,0.9834522728598483,0.797933879028158,0.45037558430038616,0.6199866684586527
12,0.14721193869416727,0.9180260434481775,0.8000677189394878,0.765860274463332,0.1407799463546896
13,0.2780012613089543,0.892386852739762,0.29101186646297716,0.7314859284726655,0.05646559733315304
14,0.046909539436227,0.1921674068440148,0.39028184354311424,0.1894424880791925,0.30880722673338235
15,0.5351097846636383,0.4913682256280343,0.12630809776389762,0.851387839258652,0.7848497443578581
16,0.9348091495750523,0.19191369239338762,0.48201770580593506,0.07263990166946444,0.857665513317544
17,0.7556411499913441,0.6506737492572015,0.8499759059099062,0.04772952674473396,0.9586618625339215
18,0.5126512754662381,0.13400937158256243,0.981795980554614,0.48473017084624825,0.981640332783593
19,0.7106135217091686,0.10899222564404365,0.4911648097182262,0.6405418430368066,0.4388198458928918
20,0.2619489823871719,0.9436858750680178,0.8004748473664901,0.739224383147785,0.017378113232575987
21,0.8925705932721149,0.9574268672643722,0.9876022856898853,0.16509512103104407,0.17856730618414884
22,0.9568694092108905,0.080168832162958,0.36043141360882835,0.2909424476850674,0.31759995224259885
23,0.8685843597665929,0.8741531441546377,0.7112083788900592,0.02670544326063995,0.47814281099117406
24,0.2989774093192885,0.16697494034469118,0.7479802525868481,0.12782239002794704,0.5187965471531887
25,0.9964074675222652,0.10911654417045813,0.9967960222229576,0.914661903234104,0.1358930968220351
26,0.4626619060807766,0.7029230851344468,0.6120157213015138,0.29705699391321017,0.7814701266485083
27,0.8088007592812088,0.6833278050066707,0.4271992619399668,0.47102720275362175,0.7607451106355756
28,0.6612676261007727,0.6675126582698511,0.029898447291859753,0.2565210900725151,0.18214851142466149
29,0.3423183648907545,0.34338627173674785,0.4137493040640915,0.12007014609705702,0.30827249792640976
30,0.014982220892004072,0.6362651227510686,0.1308655864416639,0.6839449435921159,0.056255619935618006
31,0.5862938355967848,0.42147590268564983,0.13490646135547324,0.20107473781572982,0.3266782101761382
32,0.3686299244656279,0.2841780265447281,0.6326406255820868,0.45733580698938625,0.4144424250367593
33,0.7536405062982922,0.2616698792201422,0.6417162451862113,0.5072067405002624,0.2162908462853953
34,0.5549773656079925,0.7230113673950299,0.11868030895736204,0.28974575463935703,0.9864109866915104
35,0.4893563223527445,0.23044641158992663,0.35035570020377305,0.8986283675699926,0.7492698700918401
36,0.36349180030495787,0.08668595836807635,0.38895121887282447,0.5183232095129542,0.6973647565758954
37,0.6659224435043515,0.5764716278479873,0.35809826002390865,0.1869973786173823,0.2728502500148674
38,0.745376243843829,0.11226216761966645,0.8591775879060384,0.9628980307703591,0.8578319734580743
39,0.2567275232990103,0.6429909124209919,0.12360768829130919,0.48995346087553526,0.12590382946512468
40,0.711284092747893,0.6319846667356532,0.5938623335099109,0.9101233632812759,0.8710248002415502
41,0.6634906033574051,0.7072921768883719,0.8640137306338496,0.05214001229669929,0.5328007421981821
42,0.43501994942237976,0.9211425999249623,0.5765176232894732,0.19977079744771242,0.981123779829254
43,0.46270714809481095,0.128704282838212,0.43765768201127453,0.6061780903796498,0.37211280836076666
